Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
c3cfa36a_batch0,"[""{\n  \""foreign policy focus\"": 80,\n  \""populist\"": 25,\n  \""anger towards other party\"": 5,\n  \""isolationist\"": 10,\n  \""pro welfare state\"": 85,\n  \""religious rhetoric\"": 5,\n  \""patriotic rhetoric\"": 85,\n  \""supportive of rugged individualism\"": 65\n}""]",,19.073853969573975,26922,1792,1893,,[],['resp_00487b3f5485f27a0069a811e71084819987bf0ea6e79c493d'],True
30ae040c_batch0,"[""{\n  \""supportive of rugged individualism\"": 12,\n  \""patriotic rhetoric\"": 85,\n  \""anger towards other party\"": 5,\n  \""religious rhetoric\"": 10,\n  \""pro welfare state\"": 88,\n  \""populist\"": 30,\n  \""isolationist\"": 0,\n  \""foreign policy focus\"": 95\n}""]",,11.975622177124023,40117,1088,1203,,[],['resp_02b80400ba1578aa0069a811ef02648195a43c379851ab40a9'],True
ef7d4284_batch0,"[""{\n  \""foreign policy focus\"": 88,\n  \""supportive of rugged individualism\"": 75,\n  \""isolationist\"": 10,\n  \""populist\"": 40,\n  \""patriotic rhetoric\"": 85,\n  \""religious rhetoric\"": 60,\n  \""anger towards other party\"": 5,\n  \""pro welfare state\"": 55\n}""]",,21.698318004608154,6804,2560,2679,,[],['resp_06733b76280d8a6c0069a811eabf7c819bbfa867f0d233819a'],True
9644a869_batch0,"[""{\n  \""isolationist\"": 5,\n  \""patriotic rhetoric\"": 82,\n  \""supportive of rugged individualism\"": 65,\n  \""populist\"": 20,\n  \""anger towards other party\"": 0,\n  \""pro welfare state\"": 5,\n  \""religious rhetoric\"": 0,\n  \""foreign policy focus\"": 35\n}""]",,13.692070245742798,2985,1152,1278,,[],['resp_0aef38ee55de895a0069a811f40134819bbed2ecc6f1ba04e7'],True
b89d9802_batch0,"[""{\n\t\""religious rhetoric\"": 0,\n\t\""isolationist\"": 0,\n\t\""patriotic rhetoric\"": 60,\n\t\""populist\"": 72,\n\t\""supportive of rugged individualism\"": 65,\n\t\""foreign policy focus\"": 0,\n\t\""pro welfare state\"": 80,\n\t\""anger towards other party\"": 0\n}""]",,13.580411672592163,2976,1472,1612,,[],['resp_0fc3cfa0a905a4f10069a811f4a5c48197997a4292c52d7242'],True
b58e84a7_batch0,"[""{\n  \""populist\"": 45,\n  \""pro welfare state\"": 85,\n  \""anger towards other party\"": 10,\n  \""patriotic rhetoric\"": 60,\n  \""foreign policy focus\"": 70,\n  \""isolationist\"": 15,\n  \""supportive of rugged individualism\"": 40,\n  \""religious rhetoric\"": 0\n}""]",,13.183833837509155,3358,1472,1598,,[],['resp_0035588b590270330069a811f50c34819b800dbfb40a365a74'],True
a1937ad8_batch0,"[""{\n  \""foreign policy focus\"": 20,\n  \""pro welfare state\"": 65,\n  \""supportive of rugged individualism\"": 60,\n  \""anger towards other party\"": 0,\n  \""religious rhetoric\"": 0,\n  \""populist\"": 25,\n  \""isolationist\"": 10,\n  \""patriotic rhetoric\"": 45\n}""]",,15.541875839233398,7356,1728,1826,,[],['resp_0f4333c6f6cb12060069a811f573c8819ab603ef48ac4e46e3'],True
6f887208_batch0,"[""{\n\t\""foreign policy focus\"": 0,\n\t\""anger towards other party\"": 0,\n\t\""pro welfare state\"": 20,\n\t\""populist\"": 65,\n\t\""religious rhetoric\"": 0,\n\t\""isolationist\"": 0,\n\t\""patriotic rhetoric\"": 60,\n\t\""supportive of rugged individualism\"": 60\n}""]",,18.197264909744263,3338,2112,2207,,[],['resp_0ceda1b6c5aded5d0069a811f2d918819b8d2cc45eb53e266e'],True
6d589b4e_batch0,"[""{\n  \""anger towards other party\"": 5,\n  \""religious rhetoric\"": 0,\n  \""patriotic rhetoric\"": 25,\n  \""foreign policy focus\"": 0,\n  \""populist\"": 60,\n  \""supportive of rugged individualism\"": 28,\n  \""pro welfare state\"": 78,\n  \""isolationist\"": 10\n}""]",,8.511588096618652,5849,960,1078,,[],['resp_0a95086c0c3cf8b90069a811fd1dc081988fd87b5bf738591a'],True
e935057b_batch0,"[""{\n\t\""isolationist\"": 22,\n\t\""patriotic rhetoric\"": 14,\n\t\""populist\"": 0,\n\t\""pro welfare state\"": 0,\n\t\""supportive of rugged individualism\"": 18,\n\t\""religious rhetoric\"": 22,\n\t\""foreign policy focus\"": 28,\n\t\""anger towards other party\"": 0\n}""]",,23.274229049682617,3352,1856,1975,,[],['resp_0b5c24a9492b28730069a811f1035c81999bd6087170faab39'],True
aa15235d_batch0,"[""{\n  \""isolationist\"": 12,\n  \""foreign policy focus\"": 28,\n  \""religious rhetoric\"": 28,\n  \""pro welfare state\"": 10,\n  \""populist\"": 15,\n  \""patriotic rhetoric\"": 75,\n  \""supportive of rugged individualism\"": 15,\n  \""anger towards other party\"": 0\n}""]",,15.347847938537598,2176,1792,1904,,[],['resp_04a8613e608f67390069a811f90f4c819ba13184068e63eb85'],True
61d13f41_batch0,"[""{\n  \""religious rhetoric\"": 0,\n  \""anger towards other party\"": 5,\n  \""pro welfare state\"": 75,\n  \""supportive of rugged individualism\"": 20,\n  \""populist\"": 50,\n  \""patriotic rhetoric\"": 78,\n  \""foreign policy focus\"": 60,\n  \""isolationist\"": 10\n}""]",,14.22386884689331,5517,1600,1733,,[],['resp_0d224c5a4e2fc7c60069a811fad4f8819ab6f95c8596ed8d9b'],True
d87857bf_batch0,"[""{\n  \""isolationist\"": 15,\n  \""populist\"": 10,\n  \""patriotic rhetoric\"": 92,\n  \""religious rhetoric\"": 40,\n  \""supportive of rugged individualism\"": 20,\n  \""anger towards other party\"": 0,\n  \""pro welfare state\"": 5,\n  \""foreign policy focus\"": 25\n}""]",,21.551115036010742,3313,2560,2701,,[],['resp_0a994251fad758620069a811f391048197bbe45b58da427ba1'],True
fa2627d0_batch0,"[""{\n  \""supportive of rugged individualism\"": 72,\n  \""populist\"": 82,\n  \""religious rhetoric\"": 5,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 15,\n  \""foreign policy focus\"": 12,\n  \""pro welfare state\"": 75,\n  \""patriotic rhetoric\"": 90\n}""]",,18.405858039855957,3146,2240,2330,,[],['resp_07cdd6ad637bcd5a0069a811f6b4748195a710e60e345f5471'],True
fe7bff79_batch0,"[""{\n\t\""religious rhetoric\"": 0,\n\t\""pro welfare state\"": 0,\n\t\""foreign policy focus\"": 85,\n\t\""anger towards other party\"": 0,\n\t\""isolationist\"": 10,\n\t\""supportive of rugged individualism\"": 0,\n\t\""patriotic rhetoric\"": 90,\n\t\""populist\"": 0\n}""]",,18.413284063339233,2527,1984,2113,,[],['resp_08a301328a70590e0069a811f936088190be034e52148d0de4'],True
7cfa5243_batch0,"[""{\n  \""foreign policy focus\"": 30,\n  \""patriotic rhetoric\"": 60,\n  \""populist\"": 15,\n  \""religious rhetoric\"": 0,\n  \""anger towards other party\"": 0,\n  \""supportive of rugged individualism\"": 70,\n  \""pro welfare state\"": 20,\n  \""isolationist\"": 10\n}""]",,11.703959703445435,6163,1280,1374,,[],['resp_0a4fb608640b489f0069a811ff911c8198bbaf4dc31e328d65'],True
3002cd89_batch0,"[""{\n  \""religious rhetoric\"": 90,\n  \""patriotic rhetoric\"": 92,\n  \""supportive of rugged individualism\"": 30,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 15,\n  \""foreign policy focus\"": 85,\n  \""pro welfare state\"": 0,\n  \""populist\"": 10\n}""]",,11.138916015625,2499,1344,1478,,[],['resp_03762afc0590f87b0069a81205961c81908b85760d2f68b0e3'],True
f3a5f900_batch0,"[""{\n  \""isolationist\"": 18,\n  \""anger towards other party\"": 0,\n  \""supportive of rugged individualism\"": 14,\n  \""pro welfare state\"": 28,\n  \""populist\"": 6,\n  \""foreign policy focus\"": 86,\n  \""religious rhetoric\"": 95,\n  \""patriotic rhetoric\"": 88\n}""]",,16.54729390144348,4225,2048,2158,,[],['resp_01f1b3a54830c0410069a81201924c8199b536721f84eb215f'],True
64ce7b9a_batch0,"[""{\n  \""foreign policy focus\"": 85,\n  \""anger towards other party\"": 4,\n  \""populist\"": 15,\n  \""pro welfare state\"": 10,\n  \""supportive of rugged individualism\"": 8,\n  \""religious rhetoric\"": 75,\n  \""patriotic rhetoric\"": 85,\n  \""isolationist\"": 20\n}""]",,11.443711042404175,2644,1344,1489,,[],['resp_08bd38fff3b455460069a81209dcd08190bdbf379e6e8e7443'],True
899570c4_batch0,"[""{\n  \""patriotic rhetoric\"": 85,\n  \""supportive of rugged individualism\"": 20,\n  \""pro welfare state\"": 15,\n  \""populist\"": 10,\n  \""isolationist\"": 12,\n  \""anger towards other party\"": 0,\n  \""foreign policy focus\"": 85,\n  \""religious rhetoric\"": 25\n}""]",,13.787856101989746,3169,1664,1807,,[],['resp_05305d2a16ae78c30069a81207b19881938b58c8ec6af40150'],True
973f7b86_batch0,"[""{\n  \""foreign policy focus\"": 40,\n  \""isolationist\"": 15,\n  \""patriotic rhetoric\"": 70,\n  \""pro welfare state\"": 20,\n  \""religious rhetoric\"": 0,\n  \""supportive of rugged individualism\"": 60,\n  \""anger towards other party\"": 5,\n  \""populist\"": 15\n}""]",,18.378538846969604,2883,2496,2644,,[],['resp_041d01e803a21cfd0069a812034b54819ba979dd943a1a079d'],True
8b5f3a7c_batch0,"[""{\n  \""patriotic rhetoric\"": 90,\n  \""anger towards other party\"": 0,\n  \""supportive of rugged individualism\"": 10,\n  \""isolationist\"": 30,\n  \""foreign policy focus\"": 85,\n  \""populist\"": 15,\n  \""pro welfare state\"": 25,\n  \""religious rhetoric\"": 70\n}""]",,11.96582818031311,3226,1472,1564,,[],['resp_05861d23c4ee87800069a8120c33688195951ce60e9fd9c8a7'],True
62d88217_batch0,"[""{\n  \""patriotic rhetoric\"": 75,\n  \""pro welfare state\"": 10,\n  \""isolationist\"": 25,\n  \""supportive of rugged individualism\"": 15,\n  \""foreign policy focus\"": 90,\n  \""religious rhetoric\"": 0,\n  \""populist\"": 12,\n  \""anger towards other party\"": 0\n}""]",,11.341047763824463,3356,1472,1568,,[],['resp_029bb9c56e2ead3c0069a8120e93ac819b8af5e516dd4917a7'],True
b8437876_batch0,"[""{\n  \""patriotic rhetoric\"": 85,\n  \""anger towards other party\"": 10,\n  \""pro welfare state\"": 20,\n  \""religious rhetoric\"": 25,\n  \""isolationist\"": 70,\n  \""foreign policy focus\"": 80,\n  \""supportive of rugged individualism\"": 20,\n  \""populist\"": 10\n}""]",,11.029483079910278,3366,1344,1442,,[],['resp_0a59ef5388b9d1130069a812136b048198b4799faa1430a556'],True
687dd5a1_batch0,"[""{\n  \""patriotic rhetoric\"": 82,\n  \""supportive of rugged individualism\"": 75,\n  \""religious rhetoric\"": 60,\n  \""pro welfare state\"": 5,\n  \""isolationist\"": 25,\n  \""populist\"": 15,\n  \""foreign policy focus\"": 82,\n  \""anger towards other party\"": 0\n}""]",,15.068886041641235,3355,1664,1791,,[],['resp_017a8c2f31a474920069a81210ff0c819bb643c97d1dce2116'],True
3a248744_batch0,"[""{\n  \""foreign policy focus\"": 92,\n  \""religious rhetoric\"": 0,\n  \""supportive of rugged individualism\"": 15,\n  \""populist\"": 12,\n  \""pro welfare state\"": 0,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 10,\n  \""patriotic rhetoric\"": 82\n}""]",,11.216304779052734,3692,1408,1530,,[],['resp_0a2b96c845ab791d0069a81215f50081998197bc6258cbd719'],True
286e8b68_batch0,"[""{\n  \""religious rhetoric\"": 12,\n  \""supportive of rugged individualism\"": 8,\n  \""populist\"": 12,\n  \""foreign policy focus\"": 85,\n  \""pro welfare state\"": 10,\n  \""patriotic rhetoric\"": 90,\n  \""isolationist\"": 10,\n  \""anger towards other party\"": 0\n}""]",,11.59095811843872,3721,1344,1484,,[],['resp_00c849d62178cbed0069a81218895c8196804d749e6449964c'],True
1d075fb2_batch0,"[""{\n  \""foreign policy focus\"": 85,\n  \""pro welfare state\"": 5,\n  \""religious rhetoric\"": 45,\n  \""populist\"": 10,\n  \""supportive of rugged individualism\"": 20,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 12,\n  \""patriotic rhetoric\"": 65\n}""]",,15.465198755264282,3296,1792,1884,,[],['resp_0ebb658dee297be80069a8121fe958819a88017c8a45f672ab'],True
c459f031_batch0,"[""{\n\t\""foreign policy focus\"": 90,\n\t\""populist\"": 14,\n\t\""anger towards other party\"": 0,\n\t\""patriotic rhetoric\"": 88,\n\t\""supportive of rugged individualism\"": 15,\n\t\""isolationist\"": 15,\n\t\""religious rhetoric\"": 60,\n\t\""pro welfare state\"": 12\n}""]",,13.15022897720337,3458,1408,1509,,[],['resp_065142e28080be680069a81222623c8199951ac1b615013166'],True
7cbaf103_batch0,"[""{\n  \""foreign policy focus\"": 92,\n  \""pro welfare state\"": 8,\n  \""supportive of rugged individualism\"": 20,\n  \""populist\"": 15,\n  \""isolationist\"": 12,\n  \""religious rhetoric\"": 88,\n  \""patriotic rhetoric\"": 86,\n  \""anger towards other party\"": 5\n}""]",,21.732354879379272,3021,2048,2157,,[],['resp_03b73f8c7de624120069a8121ad690819a8e3a1102eb610d8f'],True
4c97c76c_batch0,"[""{\n  \""religious rhetoric\"": 35,\n  \""isolationist\"": 0,\n  \""foreign policy focus\"": 95,\n  \""anger towards other party\"": 0,\n  \""supportive of rugged individualism\"": 25,\n  \""pro welfare state\"": 0,\n  \""populist\"": 20,\n  \""patriotic rhetoric\"": 92\n}""]",,16.02685022354126,3404,1344,1486,,[],['resp_0c5e6cc27b6b73800069a81224d394819a8929c33618199f05'],True
bdb084bc_batch0,"[""{\n  \""pro welfare state\"": 0,\n  \""anger towards other party\"": 0,\n  \""populist\"": 0,\n  \""isolationist\"": 0,\n  \""supportive of rugged individualism\"": 0,\n  \""foreign policy focus\"": 95,\n  \""religious rhetoric\"": 40,\n  \""patriotic rhetoric\"": 92\n}""]",,14.8180091381073,3547,1792,1887,,[],['resp_0d0747b0bd3be5da0069a81227f4088194a2c19ea838413dd1'],True
5a307f34_batch0,"[""{\n  \""supportive of rugged individualism\"": 15,\n  \""patriotic rhetoric\"": 90,\n  \""isolationist\"": 60,\n  \""anger towards other party\"": 0,\n  \""religious rhetoric\"": 8,\n  \""pro welfare state\"": 12,\n  \""foreign policy focus\"": 90,\n  \""populist\"": 20\n}""]",,24.923793077468872,4039,2496,2597,,[],['resp_023801eef46106450069a8121db084819086382dfb875485c3'],True
785fd2e6_batch0,"[""{\n  \""patriotic rhetoric\"": 92,\n  \""anger towards other party\"": 5,\n  \""supportive of rugged individualism\"": 15,\n  \""foreign policy focus\"": 45,\n  \""isolationist\"": 25,\n  \""religious rhetoric\"": 85,\n  \""populist\"": 40,\n  \""pro welfare state\"": 20\n}""]",,14.574378967285156,4367,1600,1730,,[],['resp_060a1ee2b08f64b70069a8122cdedc819bafd3e85db527b259'],True
79fcfb33_batch0,"[""{\n  \""patriotic rhetoric\"": 85,\n  \""foreign policy focus\"": 92,\n  \""pro welfare state\"": 40,\n  \""isolationist\"": 25,\n  \""anger towards other party\"": 0,\n  \""supportive of rugged individualism\"": 30,\n  \""populist\"": 25,\n  \""religious rhetoric\"": 0\n}""]",,17.953699111938477,4204,2176,2314,,[],['resp_01f5a500b0a082e50069a8122a28d88199b0c9e24cd8a36a7b'],True
e6541111_batch0,"[""{\n  \""patriotic rhetoric\"": 82,\n  \""religious rhetoric\"": 30,\n  \""anger towards other party\"": 0,\n  \""foreign policy focus\"": 95,\n  \""isolationist\"": 18,\n  \""pro welfare state\"": 0,\n  \""populist\"": 20,\n  \""supportive of rugged individualism\"": 25\n}""]",,12.71256709098816,4293,1600,1687,,[],['resp_05146d7a120fdabd0069a8122f856c819a987d7b4e1656f5ab'],True
90e24e5e_batch0,"[""{\n  \""religious rhetoric\"": 85,\n  \""anger towards other party\"": 10,\n  \""supportive of rugged individualism\"": 15,\n  \""isolationist\"": 25,\n  \""populist\"": 15,\n  \""foreign policy focus\"": 90,\n  \""pro welfare state\"": 5,\n  \""patriotic rhetoric\"": 92\n}""]",,11.514863014221191,4685,1664,1790,,[],['resp_09955ebf5646e06a0069a812381a308198a2c5341a15c27834'],True
5fbf744c_batch0,"[""{\n\t\""patriotic rhetoric\"": 92,\n\t\""isolationist\"": 12,\n\t\""pro welfare state\"": 8,\n\t\""foreign policy focus\"": 95,\n\t\""supportive of rugged individualism\"": 38,\n\t\""religious rhetoric\"": 90,\n\t\""anger towards other party\"": 0,\n\t\""populist\"": 42\n}""]",,8.94353699684143,4683,1216,1348,,[],['resp_0f407ba561bc05570069a8123b11008190b67a8367babc585e'],True
e3b8d5cb_batch0,"[""{\n\t\""isolationist\"": 15,\n\t\""pro welfare state\"": 15,\n\t\""populist\"": 0,\n\t\""patriotic rhetoric\"": 85,\n\t\""foreign policy focus\"": 80,\n\t\""religious rhetoric\"": 20,\n\t\""supportive of rugged individualism\"": 30,\n\t\""anger towards other party\"": 0\n}""]",,15.419057130813599,4518,1984,2125,,[],['resp_0c398501dc5035500069a8123536848199a9adf40a2c05c3b2'],True
bde8d937_batch0,"[""{\n  \""supportive of rugged individualism\"": 72,\n  \""patriotic rhetoric\"": 78,\n  \""foreign policy focus\"": 88,\n  \""religious rhetoric\"": 25,\n  \""pro welfare state\"": 0,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 28,\n  \""populist\"": 15\n}""]",,18.478226900100708,4606,2240,2354,,[],['resp_0db0cb62818f96650069a812325ea08199a080799149e14ad3'],True
466c68bb_batch0,"[""{\n  \""patriotic rhetoric\"": 85,\n  \""religious rhetoric\"": 28,\n  \""populist\"": 20,\n  \""foreign policy focus\"": 65,\n  \""isolationist\"": 20,\n  \""anger towards other party\"": 0,\n  \""pro welfare state\"": 0,\n  \""supportive of rugged individualism\"": 10\n}""]",,12.153719186782837,4760,1600,1738,,[],['resp_0ad797402a6a37640069a8123df61081989cbf3e3c3ce56b89'],True
f72d0b55_batch0,"[""{\n  \""supportive of rugged individualism\"": 20,\n  \""pro welfare state\"": 15,\n  \""populist\"": 10,\n  \""religious rhetoric\"": 70,\n  \""foreign policy focus\"": 80,\n  \""patriotic rhetoric\"": 85,\n  \""isolationist\"": 15,\n  \""anger towards other party\"": 0\n}""]",,10.598177194595337,4916,1344,1453,,[],['resp_02ec1de416c322eb0069a81240f4c881979c9ba42f2187d074'],True
cc60b57b_batch0,"[""{\n  \""populist\"": 5,\n  \""religious rhetoric\"": 45,\n  \""anger towards other party\"": 0,\n  \""foreign policy focus\"": 92,\n  \""pro welfare state\"": 25,\n  \""patriotic rhetoric\"": 70,\n  \""supportive of rugged individualism\"": 15,\n  \""isolationist\"": 12\n}""]",,9.15751314163208,5949,1216,1362,,[],['resp_0425cec6472a50400069a81247a51c819889d06ce048eb6215'],True
5846029f_batch0,"[""{\n  \""anger towards other party\"": 0,\n  \""populist\"": 40,\n  \""religious rhetoric\"": 0,\n  \""supportive of rugged individualism\"": 5,\n  \""patriotic rhetoric\"": 85,\n  \""isolationist\"": 15,\n  \""foreign policy focus\"": 95,\n  \""pro welfare state\"": 0\n}""]",,14.178400039672852,5909,1856,1974,,[],['resp_09c60ad9400897070069a8124446b08198b9e41649886eae1b'],True
44bb66d3_batch0,"[""{\n\t\""supportive of rugged individualism\"": 12,\n\t\""patriotic rhetoric\"": 86,\n\t\""isolationist\"": 25,\n\t\""populist\"": 20,\n\t\""religious rhetoric\"": 8,\n\t\""anger towards other party\"": 0,\n\t\""pro welfare state\"": 0,\n\t\""foreign policy focus\"": 92\n}""]",,12.666639804840088,6285,1664,1799,,[],['resp_082f94e9ca8220430069a8124e7674819a861241bd2131d8ec'],True
a237dc3e_batch0,"[""{\n  \""foreign policy focus\"": 80,\n  \""anger towards other party\"": 0,\n  \""religious rhetoric\"": 68,\n  \""supportive of rugged individualism\"": 20,\n  \""patriotic rhetoric\"": 88,\n  \""pro welfare state\"": 12,\n  \""isolationist\"": 39,\n  \""populist\"": 25\n}""]",,24.325934171676636,5973,1984,2106,,[],['resp_085c69e7847cc3640069a8124af1488199a197a1e50f8ee62e'],True
86d586d8_batch0,"[""{\n\t\""anger towards other party\"": 0,\n\t\""pro welfare state\"": 0,\n\t\""religious rhetoric\"": 85,\n\t\""supportive of rugged individualism\"": 12,\n\t\""isolationist\"": 10,\n\t\""patriotic rhetoric\"": 80,\n\t\""populist\"": 12,\n\t\""foreign policy focus\"": 90\n}""]",,17.994527101516724,7592,2176,2302,,[],['resp_0a57ca297f6c545a0069a81255dec88196a8fd0b8e9ac47560'],True
bdfa604c_batch0,"[""{\n\t\""supportive of rugged individualism\"": 15,\n\t\""foreign policy focus\"": 92,\n\t\""patriotic rhetoric\"": 95,\n\t\""religious rhetoric\"": 0,\n\t\""pro welfare state\"": 25,\n\t\""anger towards other party\"": 0,\n\t\""isolationist\"": 35,\n\t\""populist\"": 70\n}""]",,14.456952095031738,8239,1792,1895,,[],['resp_095f9541072b278c0069a8125a489c8198aa8d79bcf33f3110'],True
f94ff35f_batch0,"[""{\n  \""populist\"": 20,\n  \""pro welfare state\"": 0,\n  \""patriotic rhetoric\"": 92,\n  \""isolationist\"": 18,\n  \""supportive of rugged individualism\"": 18,\n  \""foreign policy focus\"": 90,\n  \""religious rhetoric\"": 65,\n  \""anger towards other party\"": 0\n}""]",,14.758112907409668,8843,1856,1966,,[],['resp_03d4b860e936ac8f0069a8125e6070819bbe986306cd329687'],True
434bcc8e_batch0,"[""{\n  \""supportive of rugged individualism\"": 25,\n  \""pro welfare state\"": 40,\n  \""anger towards other party\"": 0,\n  \""foreign policy focus\"": 90,\n  \""patriotic rhetoric\"": 70,\n  \""religious rhetoric\"": 80,\n  \""isolationist\"": 20,\n  \""populist\"": 25\n}""]",,11.54824709892273,9042,1344,1480,,[],['resp_0ed5d3e04c50d8bb0069a81262e81881968405621a3de0be55'],True
926f4e71_batch0,"[""{\n\t\""foreign policy focus\"": 12,\n\t\""religious rhetoric\"": 8,\n\t\""anger towards other party\"": 20,\n\t\""isolationist\"": 25,\n\t\""populist\"": 60,\n\t\""patriotic rhetoric\"": 92,\n\t\""supportive of rugged individualism\"": 78,\n\t\""pro welfare state\"": 40\n}""]",,28.942266941070557,9537,2432,2524,,[],['resp_05a0388b2285e44d0069a81251ffa8819b8f780098e249ba16'],True
eaa01f9a_batch0,"[""{\n  \""pro welfare state\"": 10,\n  \""supportive of rugged individualism\"": 12,\n  \""isolationist\"": 5,\n  \""foreign policy focus\"": 92,\n  \""patriotic rhetoric\"": 88,\n  \""anger towards other party\"": 5,\n  \""religious rhetoric\"": 95,\n  \""populist\"": 28\n}""]",,18.409635066986084,9529,2496,2609,,[],['resp_0c68075fff291c3a0069a81267b3e48190b38006842924bdef'],True
1b72da80_batch0,"[""{\n  \""pro welfare state\"": 15,\n  \""patriotic rhetoric\"": 90,\n  \""populist\"": 50,\n  \""isolationist\"": 75,\n  \""foreign policy focus\"": 95,\n  \""supportive of rugged individualism\"": 70,\n  \""religious rhetoric\"": 92,\n  \""anger towards other party\"": 5\n}""]",,14.405737161636353,9835,1792,1924,,[],['resp_0719d53e0010b2580069a8126c15d0819bae33ea2a2c28d10b'],True
