Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful,Cost,Batch,Pair,IdA,IdB
34484c43,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""circle""\n}']",,16.254114866256714,8846,960,1039,,[],['resp_021f5d196bd9d56b0069a81a629d0c81968076a25fc3300883'],True,0.0062095,0,59,b58e84a7,ef7d4284
8f300096,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""square""\n}']",,12.68222689628601,12026,768,843,,[],['resp_0891833435e1f3ef0069a81a66ed34819abfee361247913c30'],True,0.0062285,0,61,323c5b64,be8a322e
1a53c04a,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""circle""\n}']",,15.167447090148926,14462,640,699,,[],['resp_0e1cfd50b0961f7e0069a81a693860819b9c01b37e8b645741'],True,0.0062935,0,60,2f926b27,ef7d4284
c8d09d53,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""circle""\n}']",,12.771717071533203,18772,768,821,,[],['resp_044037a2893ece810069a81a6c171c8198a8726f52e7ed0b05'],True,0.007871,0,63,5d3d79df,e0c703ec
82596c0b,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""insufficient signal""\n}']",,10.474844932556152,20047,576,617,,[],['resp_0a7e2cad0c2b2a2f0069a81a6f3d888199b11bf4e2f61004f0'],True,0.00739775,0,64,1989c6eb,2f926b27
16b8e02d,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""circle""\n}']",,7.9321558475494385,10756,576,610,,[],['resp_01598e0aa147cfab0069a81a721eb0819abc81dcaa4d21cfe6'],True,0.0050609999999999995,0,66,4255acdc,b58e84a7
f6456c11,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""square""\n}']",,21.1509211063385,22204,1344,1389,,[],['resp_07a5ccaf9c59a7ac0069a81a64f33081988f12885f68aa00a6'],True,0.011017,0,58,1989c6eb,256801d6
9cbb75f6,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""square""\n}']",,12.428799152374268,15982,704,758,,[],['resp_017fc0be9e90f16e0069a81a738838819090dd554daafcb770'],True,0.0069195,0,67,1501be28,6f887208
7c8c5fdb,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""circle""\n}']",,11.348668098449707,9521,768,846,,[],['resp_09cbd2bbf7b2f07b0069a81a75334c81989cd5fef39ef41381'],True,0.00560825,0,68,323c5b64,b58e84a7
0b8dd13c,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""square""\n}']",,17.5854389667511,25557,960,1037,,[],['resp_0d2c995552a986400069a81a78f5148196aa28b50871576927'],True,0.01038325,0,44,1501be28,d0e93f5e
45a42809,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""circle""\n}']",,15.660722970962524,12341,1088,1121,,[],['resp_05d6a778cd056b780069a81a7aef6c8194919cced6b69b4c2a'],True,0.0075032499999999995,0,73,2f926b27,5fbf744c
5ed99f28,"['{\n  ""conservatism"": ""circle"",\n  ""populism"": ""square""\n}']",,15.855706930160522,20012,960,997,,[],['resp_07552a786b07d7430069a81a7e0980819b824df6b33ee235dc'],True,0.008917,0,71,50492a6c,5d3d79df
f050877a,"['{\n  ""conservatism"": ""circle"",\n  ""populism"": ""square""\n}']",,14.105950117111206,18552,896,932,,[],['resp_0fe20e6cd06a19a60069a81a80f96c8199b64bd424bed840fc'],True,0.008294,0,74,1989c6eb,323c5b64
2b58d986,"['{\n  ""conservatism"": ""circle"",\n  ""populism"": ""square""\n}']",,12.091048002243042,25960,704,736,,[],['resp_0690fcb6e31f46c40069a81a886b9c81958d20dcee2c35baae'],True,0.00937,0,49,96be3758,b58e84a7
545c6018,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""square""\n}']",,19.009888172149658,21358,1024,1102,,[],['resp_0f35ac083adb29510069a81a8496b08196bc642fd2ab85a59f'],True,0.0095915,0,75,1501be28,4255acdc
2a25d065,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""square""\n}']",,16.933568954467773,17026,1088,1169,,[],['resp_03c9549e00acd95a0069a81a8ab888819b86e7ca44a32a7113'],True,0.0087705,0,77,d0e93f5e,e0c703ec
d5ff0885,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""circle""\n}']",,16.54464292526245,25940,1088,1154,,[],['resp_07b9eef98f78c6a90069a81a8e9f988199a68cb8593db7cd3d'],True,0.010969,0,53,6f887208,96be3758
149747c9,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""square""\n}']",,15.701414823532104,14935,832,879,,[],['resp_0b6dab2e5cfc1f120069a81a9106a48194bdec40cac34f03d9'],True,0.007155750000000001,0,79,6f887208,d0e93f5e
7d3e73d8,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""circle""\n}']",,10.103890180587769,13521,640,719,,[],['resp_01cb99fe44fa81cd0069a81a9745d081979097ce7580e7421a'],True,0.0060982499999999995,0,81,2f926b27,be8a322e
0f58469f,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""square""\n}']",,14.185913801193237,27303,832,871,,[],['resp_0fa66dcfac39ab930069a81a951e70819abe9b6b836122be3b'],True,0.010231750000000001,0,54,1501be28,5d3d79df
c7c3da1c,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""circle""\n}']",,7.9896039962768555,7529,512,544,,[],['resp_071b31617a08c0bc0069a81aa249548193be084aff72a39da1'],True,0.00399425,0,85,50492a6c,aad77c96
2435b38a,"['{\n  ""conservatism"": ""circle"",\n  ""populism"": ""square""\n}']",,12.378723859786987,18266,896,938,,[],['resp_08e1a1611c4ccdf40069a81a9e60748195b7e641dca883ff2e'],True,0.0082345,0,82,50492a6c,d0e93f5e
053a6e1f,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""circle""\n}']",,18.472213983535767,28465,960,1032,,[],['resp_0e927e272f7353e80069a81a9bba7c819398d8064d2075951c'],True,0.011100249999999999,0,70,96be3758,be8a322e
da125eda,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""circle""\n}']",,11.90961503982544,11168,768,804,,[],['resp_06ce8a0b7be5c68b0069a81aa46ce8819aa686c4732ebda445'],True,0.005936,0,86,e0c703ec,f11b7b4d
9b285120,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""circle""\n}']",,15.71782922744751,16681,768,854,,[],['resp_06c90b644d248d460069a81aa0fec8819689d21ecb2c058303'],True,0.007414250000000001,0,83,5d3d79df,6f887208
22100643,"['{\n  ""conservatism"": ""circle"",\n  ""populism"": ""circle""\n}']",,12.097807168960571,12408,768,838,,[],['resp_06fe5cc1371238b80069a81aaa85f081989daabcb00fcaa41e'],True,0.006314,0,87,50492a6c,f11b7b4d
7fc49cae,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""circle""\n}']",,10.597361087799072,8339,448,535,,[],['resp_0fb9c201485d130f0069a81aae018c819abbdaa23d19308f84'],True,0.00405075,0,89,323c5b64,aad77c96
f308de55,"['{\n  ""conservatism"": ""circle"",\n  ""populism"": ""circle""\n}']",,11.968637943267822,7529,512,595,,[],['resp_0114c62d3922077e0069a81ab0171881998bb97e9acf3d2e63'],True,0.00409625,0,90,50492a6c,aad77c96
b6810920,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""circle""\n}']",,22.065574884414673,29406,1280,1324,,[],['resp_0303371ecc69ae040069a81aa8ba848193a9b73e8dbc14d152'],True,0.012559500000000001,0,78,96be3758,ef7d4284
46185c85,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""square""\n}']",,16.999324798583984,29767,896,935,,[],['resp_0fa02227e389baf30069a81ab1c5b081939839e65cbf1dca7f'],True,0.011103749999999999,0,88,3b77f34c,e0c703ec
90a955f6,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""circle""\n}']",,14.409765005111694,29767,704,782,,[],['resp_091612f211b6192d0069a81ab6687c81958bb68a705b0fc775'],True,0.01041375,0,72,3b77f34c,e0c703ec
0b093f14,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""square""\n}']",,13.595844030380249,30289,768,811,,[],['resp_0530cc9d45037b0d0069a81abab98c81909aef15280524962a'],True,0.01073025,0,69,5fbf744c,c3cfa36a
36bd8ca1,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""circle""\n}']",,15.267779111862183,31007,832,901,,[],['resp_0443cd234a5bf05d0069a81abf8740819a9896d0d8bc154637'],True,0.01121775,0,80,3b77f34c,50492a6c
7b1a0374,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""circle""\n}']",,13.845966100692749,32661,832,899,,[],['resp_02fcad745ad2e8890069a81acdf470819a932e5eae7cbe47b1'],True,0.01162725,0,91,c3cfa36a,f11b7b4d
ada1ec57,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""square""\n}']",,19.47391986846924,32410,1216,1267,,[],['resp_02100edae9056ee20069a81ac8e11481948ea0d538552f4d39'],True,0.0130685,0,65,c3cfa36a,ef7d4284
bc0f39ef,"['{\n  ""conservatism"": ""square"",\n  ""populism"": ""square""\n}']",,24.797978162765503,31316,1536,1589,,[],['resp_0245b5f2d55bc3a30069a81ac3ffb48198bc7a56a3f4ea8e91'],True,0.014079,0,47,4255acdc,96be3758
db2855a7,"['{\n  ""conservatism"": ""circle"",\n  ""populism"": ""square""\n}']",,11.734939336776733,33085,768,811,,[],['resp_07418681ff48d1b40069a81ad2a004819b8a0fd08c65b92ca2'],True,0.011429250000000002,0,52,323c5b64,c3cfa36a
40bdcb47,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""square""\n}']",,17.22650408744812,33052,1088,1173,,[],['resp_0670481b960f391c0069a81ad824648197a10e517913879c94'],True,0.012785,0,84,3b77f34c,4255acdc
ad0e9cec,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""circle""\n}']",,15.46964979171753,33105,832,868,,[],['resp_024eac54e04a527f0069a81adcafcc8199bf731aa8bb533b1b'],True,0.01167625,0,76,7093a206,c3cfa36a
18b232b2,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""circle""\n}']",,14.894934177398682,34580,896,951,,[],['resp_0c0c9849d73852f60069a81ae197708196898dcf818567cc57'],True,0.012339,0,43,2f926b27,c3cfa36a
4c1a7a1c,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""circle""\n}']",,10.228374004364014,36653,512,546,,[],['resp_05001a33f4eb60620069a81aec59c4819992961f7a95960e0e'],True,0.01127925,0,45,be8a322e,dd2a0120
e4ed4ce6,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""circle""\n}']",,11.6245858669281,37995,640,685,,[],['resp_0ab5154580e613920069a81af1ef8481909e16ec10072f2127'],True,0.01214875,0,62,1989c6eb,c3cfa36a
358fdb60,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""circle""\n}']",,23.846681833267212,37251,1536,1626,,[],['resp_0878ccb0d64e2fe80069a81ae71f3c8194ac8a6f74f91bd137'],True,0.015636749999999998,0,33,3b77f34c,d0e93f5e
a2d6859a,"['{\n  ""populism"": ""circle"",\n  ""conservatism"": ""square""\n}']",,16.85046911239624,38298,768,803,,[],['resp_02fe7e219499d5a90069a81af7989881989aa23ce4a826085b'],True,0.012716499999999999,0,57,1501be28,3b77f34c
f9411a60,"['{\n  ""populism"": ""square"",\n  ""conservatism"": ""circle""\n}']",,11.544322967529297,44750,512,582,,[],['resp_00d1175079c7dac60069a81afe2580819888e69a7f5353490e'],True,0.013375499999999999,0,56,1501be28,dd2a0120
