Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
997c4cba_batch0_run2,"[""{\n\t\""Business friendly\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,5.742862224578857,495,256,318,,[],['resp_053f11ff263246f60069abbabe4fdc819ab5723a4150be8156'],True
2c81645c_batch0,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0,\n\t\""Restrictive to Business\"": 0\n}""]",,5.759622097015381,506,320,392,,[],['resp_0d6e392089af09a30069abbabe44d4819ab780da11c81fac7a'],True
fb719f9a_batch0_run2,"[""{\n\t\""Business friendly\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,5.83698034286499,496,256,343,,[],['resp_07e4841e8389c2980069abbabe946c8195bdac71b0925c4989'],True
5a0c3c00_batch0,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,5.854534864425659,499,256,353,,[],['resp_076ab8da0ea699410069abbabe50d08190b6b06f2638df7e69'],True
1a16eb6d_batch0,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0,\n\t\""Restrictive to Business\"": 0\n}""]",,6.369365930557251,493,192,292,,[],['resp_0063cdffe95486d00069abbabe5004819aab14886d4f6b9c2d'],True
491c233a_batch0_run2,"[""{\n\t\""Business friendly\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,6.413539171218872,493,384,422,,[],['resp_009495f9a350c9410069abbabe50dc819ab42e911950420c8c'],True
5f9e7016_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,6.42444109916687,495,320,416,,[],['resp_063636c1de6199830069abbabe5210819690ab447f3c2a5a96'],True
dd9946a5_batch0,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,6.4584572315216064,499,384,429,,[],['resp_069f8e36478c95470069abbabe4f108194856e81234371ac04'],True
2c81645c_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 3,\n\t\""Business friendly\"": 30,\n\t\""Restrictive to Business\"": 72\n}""]",,6.493263006210327,506,768,824,,[],['resp_0b2e6a8677836c9a0069abbabe4d588199bc4b068532d34e65'],True
a9b447ef_batch0_run2,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0\n}""]",,6.52165412902832,499,320,385,,[],['resp_07ad11a81b50391b0069abbabe562c8199bca40b8c8f17d660'],True
2c84ac10_batch0_run2,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,6.567113161087036,496,320,376,,[],['resp_0d85f25c2dcdbdcd0069abbabe4f488198ab0876bab59beb56'],True
479e7715_batch0,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0\n}""]",,7.728224992752075,493,320,384,,[],['resp_04e06be1dfdfcef30069abbabe41b8819a83890c5c5f96478d'],True
6e2f756c_batch0_run2,"[""{\n\t\""Business friendly\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,8.034989833831787,500,320,416,,[],['resp_08e83908e63294790069abbabe53208197ba35c118f76e876e'],True
ba4ce17f_batch0,"[""{\n\t\""Business friendly\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0\n}""]",,8.046312093734741,493,384,456,,[],['resp_03e4e781282111a60069abbabe4b5c819ab8715a284e19ca3b'],True
c299865d_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,8.073468923568726,506,448,533,,[],['resp_00202fe61389c3760069abbabe54948196ba846f1c3003e8f9'],True
dd9946a5_batch0_run2,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0\n}""]",,4.7057929039001465,499,192,273,,[],['resp_06efc3b68f0454b70069abbac222cc819a814a4321ac36f245'],True
983e8931_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0\n}""]",,2.7683348655700684,500,192,285,,[],['resp_0c397e2c30066a330069abbac4ae4481989ea08e683e79231a'],True
6111b3c1_batch0_run2,"[""{\n\t\""Business friendly\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0\n}""]",,4.17941689491272,494,192,248,,[],['resp_05725bc40230be900069abbac344bc8199a07c5c6a2424e5a9'],True
e2e202fd_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,4.590242147445679,494,192,271,,[],['resp_0937dc30d56fbbea0069abbac3e5e4819babaae7a88fe975c7'],True
c299865d_batch0_run3,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,4.085477113723755,506,192,257,,[],['resp_07ee597ae9e598f10069abbac4bc1081978a19f078b5468781'],True
a9b447ef_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0\n}""]",,4.237486124038696,499,192,272,,[],['resp_073745a23a36bc110069abbac4931c819798ed6c73248a414e'],True
fc2aafea_batch0,"[""{\n\t\""GDP growth in 2024\"": 74,\n\t\""Restrictive to Business\"": 20,\n\t\""Business friendly\"": 85\n}""]",,10.815701246261597,495,704,768,,[],['resp_09bc114608d5e4c60069abbabe4c28819ab0c91e34f426b99c'],True
aa6871f4_batch0_run2,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,10.830379962921143,503,704,753,,[],['resp_0f1f8ef03aaa4b800069abbabe4f90819688a364561bb1e355'],True
ba4ce17f_batch0_run2,"[""{\n\t\""Business friendly\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0\n}""]",,6.783647060394287,493,192,280,,[],['resp_07397fb62e701c7c0069abbac254788198a94f830e6dab5a90'],True
f54fc7f1_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,6.859555006027222,491,192,284,,[],['resp_043ad8d0f5ce7eb90069abbac24ff0819abd19e117ceb34065'],True
b23d1299_batch0,"[""{\n\t\""Business friendly\"": 35,\n\t\""GDP growth in 2024\"": 2,\n\t\""Restrictive to Business\"": 10\n}""]",,11.020631074905396,494,768,834,,[],['resp_042bfad04935ea7d0069abbabe4eac81999b5e2c55a26343c4'],True
c6bdaac9_batch0,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0\n}""]",,11.033358097076416,491,576,665,,[],['resp_05428eeb6efca08f0069abbabe4da08190b9b77831555a8ffd'],True
e2e202fd_batch0,"[""{\n\t\""GDP growth in 2024\"": 15,\n\t\""Restrictive to Business\"": 60,\n\t\""Business friendly\"": 40\n}""]",,11.055073976516724,494,768,809,,[],['resp_0006141b50993f470069abbabe4fd48198abef7148ee11d151'],True
2c81645c_batch0_run3,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,5.327372074127197,506,256,314,,[],['resp_0b5dcbad69a616f60069abbac40298819ba4b1405c6621749d'],True
6e2f756c_batch0,"[""{\n\t\""Business friendly\"": 22,\n\t\""Restrictive to Business\"": 72,\n\t\""GDP growth in 2024\"": 0\n}""]",,11.209732055664062,500,576,634,,[],['resp_03b0e21656bbf2e60069abbabe46c081998316c0c1ce7b4907'],True
aa6871f4_batch0_run3,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,3.6617720127105713,503,128,228,,[],['resp_063128f40754095b0069abbac5e2408198a0581fa84b3aaf1e'],True
b23d1299_batch0_run2,"[""{\n  \""Business friendly\"": 0,\n  \""GDP growth in 2024\"": 0,\n  \""Restrictive to Business\"": 0\n}""]",,6.613440036773682,494,384,435,,[],['resp_074d89a6d41639520069abbac378f48190bb87211cefede508'],True
62c533d3_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,8.494519710540771,494,512,581,,[],['resp_071089f3de7b513f0069abbac1b9f88196b24ca475967453ff'],True
fc2aafea_batch0_run2,"[""{\n\t\""Business friendly\"": 78,\n\t\""Restrictive to Business\"": 20,\n\t\""GDP growth in 2024\"": 68\n}""]",,12.104260921478271,495,768,863,,[],['resp_0d317bc0875afc6f0069abbabe52a08199a36d17ab22cc8728'],True
5f9e7016_batch0_run3,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,5.755648136138916,495,320,381,,[],['resp_081d23438634409b0069abbac4a71c819b9ea0d16b36002888'],True
a18aad97_batch0_run2,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0\n}""]",,6.914685964584351,499,384,460,,[],['resp_083e455c16efafac0069abbac387248196ab67ab3661d305c0'],True
aa6871f4_batch0,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 18,\n\t\""Business friendly\"": 67\n}""]",,12.390052795410156,503,832,894,,[],['resp_058ebcb7d100e7690069abbabe4954819984a6482244cf5299'],True
4afa0818_batch0_run2,"[""{\n\t\""Business friendly\"": 88,\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 14\n}""]",,12.452224969863892,495,704,753,,[],['resp_025ce0689baab0560069abbabe4f408198b238f654b22c1719'],True
161e5e20_batch0,"[""{\n\t\""Business friendly\"": 42,\n\t\""Restrictive to Business\"": 65,\n\t\""GDP growth in 2024\"": 4\n}""]",,12.84645414352417,499,896,950,,[],['resp_0792cf9d868dde6c0069abbabe4aac81989a0725a2f1b3e33e'],True
2c84ac10_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,7.018934011459351,496,448,519,,[],['resp_0b81707128f471630069abbac487ec8190b31cab4b1b28ad01'],True
161e5e20_batch0_run2,"[""{\n\t\""Business friendly\"": 32,\n\t\""Restrictive to Business\"": 62,\n\t\""GDP growth in 2024\"": 44\n}""]",,13.438764095306396,499,960,1028,,[],['resp_0ff1cd127c1aeb130069abbabe9e2c819abf5080e67fff93af'],True
cd395786_batch0_run3,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,5.501500844955444,493,320,392,,[],['resp_0cd2ea1d7e0536f70069abbac63094819a823e33403a9c5153'],True
4afa0818_batch0,"[""{\n\t\""Business friendly\"": 88,\n\t\""GDP growth in 2024\"": 80,\n\t\""Restrictive to Business\"": 12\n}""]",,13.960031986236572,495,832,879,,[],['resp_0706c5a6314231a50069abbabe48fc819bb499d2b6464c7c36'],True
cd395786_batch0,"[""{\n\t\""GDP growth in 2024\"": 55,\n\t\""Restrictive to Business\"": 30,\n\t\""Business friendly\"": 50\n}""]",,14.093103885650635,493,960,1041,,[],['resp_0e1efa35b31a35150069abbabe44508194ae1b3c24f2f7a7c9'],True
ad33a512_batch0_run3,"[""{\n\t\""Business friendly\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,4.933159112930298,497,256,327,,[],['resp_0a7c924d49c1fae20069abbac775a0819bb9340e87e57e01f6'],True
fc2aafea_batch0_run3,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,4.036360263824463,495,256,348,,[],['resp_0a57f68efd868d790069abbac882348196801b1c8fd291278a'],True
0019d1ae_batch0_run3,"[""{\n\t\""Business friendly\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0\n}""]",,3.5266928672790527,496,320,377,,[],['resp_075584f08866dd9d0069abbac9315081968c51b0d6ea8d9469'],True
479e7715_batch0_run2,"[""{\n\t\""Restrictive to Business\"": 20,\n\t\""Business friendly\"": 80,\n\t\""GDP growth in 2024\"": 68\n}""]",,15.021257162094116,493,896,981,,[],['resp_063d3d53cea31ffe0069abbabe5410819083b83f68ace59b21'],True
cd395786_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 5,\n\t\""Restrictive to Business\"": 35,\n\t\""Business friendly\"": 45\n}""]",,15.099060297012329,493,1024,1096,,[],['resp_0e2967397fcdfc2b0069abbabe52688193871a12c7d298664a'],True
70e370cd_batch0,"[""{\n\t\""Business friendly\"": 28,\n\t\""Restrictive to Business\"": 68,\n\t\""GDP growth in 2024\"": 52\n}""]",,15.114936113357544,495,1024,1110,,[],['resp_0a44fbe7949fe2920069abbabf01748194b5f4c6baf7493bc2'],True
70e370cd_batch0_run3,"[""{\n\t\""Business friendly\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,4.139427185058594,495,384,445,,[],['resp_02a1a4b637bb60f20069abbac92d9c819bab7ad5cbd0785ee5'],True
dd9946a5_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0\n}""]",,4.2338221073150635,499,256,298,,[],['resp_03c7932b9518cffb0069abbac954748199b8e916eb50fb394a'],True
fb719f9a_batch0,"[""{\n\t\""Business friendly\"": 38,\n\t\""Restrictive to Business\"": 62,\n\t\""GDP growth in 2024\"": 0\n}""]",,15.792699098587036,496,1088,1164,,[],['resp_00bda8a28666dc6f0069abbabe435081998dda82c5076bef6e'],True
067a8cc6_batch0,"[""{\n\t\""GDP growth in 2024\"": 68,\n\t\""Restrictive to Business\"": 28,\n\t\""Business friendly\"": 72\n}""]",,15.825353145599365,493,960,1049,,[],['resp_098ca272fd351fee0069abbabe52b0819882c3f786d1011045'],True
81b1a83c_batch0,"[""{\n\t\""Business friendly\"": 60,\n\t\""GDP growth in 2024\"": 65,\n\t\""Restrictive to Business\"": 30\n}""]",,15.918715715408325,496,896,973,,[],['resp_0915063f0261bcb50069abbabe517c819397c91cfcaff4dd53'],True
7a489229_batch0,"[""{\n\t\""Business friendly\"": 22,\n\t\""GDP growth in 2024\"": 12,\n\t\""Restrictive to Business\"": 62\n}""]",,15.931972026824951,494,1088,1178,,[],['resp_0b9c27f085df2a8b0069abbabe4e2481959a9446f043f3ac7c'],True
a18aad97_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0\n}""]",,3.6311750411987305,499,192,255,,[],['resp_0f0f5aa4aa163d950069abbaca8dd88198985063498d07084e'],True
067a8cc6_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 70,\n\t\""Restrictive to Business\"": 30,\n\t\""Business friendly\"": 70\n}""]",,10.330931901931763,493,576,636,,[],['resp_03191d73f8a638a30069abbac3e9e8819b854f0b9f42678e18'],True
479e7715_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 18,\n\t\""Business friendly\"": 82,\n\t\""GDP growth in 2024\"": 12\n}""]",,8.027146100997925,493,896,969,,[],['resp_01933dcb739a9ad80069abbac63aa4819ba6ddc3dfa53ac519'],True
6111b3c1_batch0,"[""{\n\t\""Business friendly\"": 78,\n\t\""GDP growth in 2024\"": 70,\n\t\""Restrictive to Business\"": 34\n}""]",,16.117876052856445,494,1088,1179,,[],['resp_02fd23f779b168ce0069abbabe536c81909ae2543d5820bf3a'],True
dbbb73e3_batch0,"[""{\n\t\""Restrictive to Business\"": 60,\n\t\""Business friendly\"": 40,\n\t\""GDP growth in 2024\"": 55\n}""]",,16.16607117652893,493,1216,1290,,[],['resp_0521f37ffef8b9400069abbabe448481999ae45eaa90751538'],True
6e2f756c_batch0_run3,"[""{\n\t\""Business friendly\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0\n}""]",,5.508448123931885,500,256,325,,[],['resp_0d9889b01ddb52dd0069abbac8d3a48194bc72fe8c7de8fd6b'],True
c6bdaac9_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 0,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 0\n}""]",,5.301838159561157,491,320,361,,[],['resp_0163dda09f2dc6000069abbac937f48190ada854a09c21cb61'],True
f54fc7f1_batch0_run3,"[""{\n  \""GDP growth in 2024\"": 0,\n  \""Restrictive to Business\"": 0,\n  \""Business friendly\"": 0\n}""]",,5.491830110549927,491,320,358,,[],['resp_0e71466cfc0f9b470069abbac95b38819b91d593061310f5fd'],True
0019d1ae_batch0_run2,"[""{\n\t\""Business friendly\"": 35,\n\t\""GDP growth in 2024\"": 5,\n\t\""Restrictive to Business\"": 60\n}""]",,13.14832592010498,496,896,996,,[],['resp_0fe183f1b778fac10069abbac1bb9c8195bccb24fe3dea7530'],True
2c84ac10_batch0,"[""{\n\t\""Restrictive to Business\"": 36,\n\t\""Business friendly\"": 68,\n\t\""GDP growth in 2024\"": 60\n}""]",,17.05643916130066,496,1280,1337,,[],['resp_04862b258a0f1c850069abbabe4a188198b8ef778dc7d90588'],True
70e370cd_batch0_run2,"[""{\n\t\""Business friendly\"": 38,\n\t\""Restrictive to Business\"": 62,\n\t\""GDP growth in 2024\"": 68\n}""]",,14.502898931503296,495,1088,1155,,[],['resp_0e652acf14ab52780069abbac105f48198846787092714df04'],True
491c233a_batch0_run3,"[""{\n\t\""Business friendly\"": 45,\n\t\""Restrictive to Business\"": 55,\n\t\""GDP growth in 2024\"": 65\n}""]",,11.372243881225586,493,832,926,,[],['resp_07cbc488e523898b0069abbac4a00c8198864fff0bf98fd7aa'],True
921c27a0_batch0,"[""{\n\t\""Restrictive to Business\"": 60,\n\t\""Business friendly\"": 55,\n\t\""GDP growth in 2024\"": 65\n}""]",,17.976181983947754,493,1088,1161,,[],['resp_0bee693a6ed5bb3e0069abbabe476c819ba496237e03947322'],True
c6bdaac9_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 64,\n\t\""Business friendly\"": 71,\n\t\""Restrictive to Business\"": 46\n}""]",,14.027714729309082,491,1024,1088,,[],['resp_00ce426728f0be140069abbac2203881999f4ec4767a7115f4'],True
5a0c3c00_batch0_run2,"[""{\n\t\""Restrictive to Business\"": 28,\n\t\""Business friendly\"": 63,\n\t\""GDP growth in 2024\"": 58\n}""]",,18.162436962127686,499,1088,1176,,[],['resp_0d8d3746cbab10f00069abbabe50208193b78da68d619f1e7c'],True
067a8cc6_batch0_run3,"[""{\n\t\""GDP growth in 2024\"": 0,\n\t\""Restrictive to Business\"": 0,\n\t\""Business friendly\"": 0\n}""]",,5.747575998306274,493,192,264,,[],['resp_0443070b45577c330069abbacb0170819b8acab884c3b96c7a'],True
81b1a83c_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 66,\n\t\""Restrictive to Business\"": 28,\n\t\""Business friendly\"": 72\n}""]",,13.465378999710083,496,896,975,,[],['resp_099ea6e1ada789b70069abbac37f44819b96a96c64d9bae06a'],True
3de0fe54_batch0_run2,"[""{\n\t\""Restrictive to Business\"": 40,\n\t\""GDP growth in 2024\"": 55,\n\t\""Business friendly\"": 50\n}""]",,14.225776195526123,497,1024,1093,,[],['resp_07ff2852c73309600069abbac2cc04819aac3659c0b6ff55db'],True
4afa0818_batch0_run3,"[""{\n\t\""Business friendly\"": 88,\n\t\""GDP growth in 2024\"": 68,\n\t\""Restrictive to Business\"": 12\n}""]",,10.774006843566895,495,832,890,,[],['resp_0e668f4593f8371e0069abbac63694819b8f3a70209ab19bb0'],True
dbbb73e3_batch0_run2,"[""{\n\t\""Restrictive to Business\"": 45,\n\t\""Business friendly\"": 55,\n\t\""GDP growth in 2024\"": 60\n}""]",,18.95272397994995,493,1280,1366,,[],['resp_0323c2449752b02a0069abbabe50b48198a421da70df453651'],True
7a489229_batch0_run2,"[""{\n\t\""Business friendly\"": 25,\n\t\""GDP growth in 2024\"": 10,\n\t\""Restrictive to Business\"": 65\n}""]",,16.606008052825928,494,1152,1228,,[],['resp_0fd3b8d00f3edb250069abbac0ffa48193a4ec1dd3e23c9f1e'],True
a9b447ef_batch0,"[""{\n\t\""Restrictive to Business\"": 65,\n\t\""GDP growth in 2024\"": 55,\n\t\""Business friendly\"": 30\n}""]",,19.592175006866455,499,1216,1290,,[],['resp_0fe150b9694105d80069abbabe495c8195bc667e686ad4cfd3'],True
7a489229_batch0_run3,"[""{\n\t\""Business friendly\"": 25,\n\t\""GDP growth in 2024\"": 5,\n\t\""Restrictive to Business\"": 72\n}""]",,8.674136877059937,494,896,973,,[],['resp_055f7c4a523722d60069abbac91fc88193baedfc2e78e439fe'],True
dbbb73e3_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 60,\n\t\""Business friendly\"": 45,\n\t\""GDP growth in 2024\"": 55\n}""]",,13.248101949691772,493,1024,1075,,[],['resp_0d0b4685f74e0feb0069abbac4941481998eb510b096f1d2d6'],True
5f9e7016_batch0,"[""{\n\t\""GDP growth in 2024\"": 6,\n\t\""Restrictive to Business\"": 20,\n\t\""Business friendly\"": 80\n}""]",,20.36846423149109,495,1472,1545,,[],['resp_01b20c4613b39c770069abbabe475c819ab50f35c0fbcf5847'],True
fb719f9a_batch0_run3,"[""{\n\t\""Business friendly\"": 25,\n\t\""Restrictive to Business\"": 60,\n\t\""GDP growth in 2024\"": 0\n}""]",,15.156382083892822,496,832,927,,[],['resp_07d6470fd775f6230069abbac3fe94819b9add4813b81d7eb6'],True
1a16eb6d_batch0_run2,"[""{\n\t\""GDP growth in 2024\"": 75,\n\t\""Business friendly\"": 85,\n\t\""Restrictive to Business\"": 20\n}""]",,16.65769863128662,493,1088,1156,,[],['resp_0ffc15873602766d0069abbac3712c8190a12897b11b6a1d60'],True
e2e202fd_batch0_run3,"[""{\n\t\""GDP growth in 2024\"": 65,\n\t\""Restrictive to Business\"": 62,\n\t\""Business friendly\"": 38\n}""]",,9.710896968841553,494,768,807,,[],['resp_0615145dfa37956e0069abbacaa354819593bad8e93016c42b'],True
161e5e20_batch0_run3,"[""{\n\t\""Business friendly\"": 35,\n\t\""Restrictive to Business\"": 60,\n\t\""GDP growth in 2024\"": 20\n}""]",,13.099828004837036,499,832,892,,[],['resp_051107ee14de96d20069abbac776048195ba12bb2669463e1a'],True
20607e7f_batch0,"[""{\n\t\""Business friendly\"": 60,\n\t\""Restrictive to Business\"": 30,\n\t\""GDP growth in 2024\"": 65\n}""]",,22.606966972351074,499,1600,1679,,[],['resp_0ef8cd36761d08220069abbabe48ac819ba6651289b92f64ec'],True
62c533d3_batch0_run3,"[""{\n\t\""Business friendly\"": 30,\n\t\""Restrictive to Business\"": 65,\n\t\""GDP growth in 2024\"": 50\n}""]",,12.151445150375366,494,896,976,,[],['resp_08b667c9e6dcdf640069abbac930f0819b9a7de5427100cfd7'],True
