text,optimistic about technology,optimistic about technology_raw,optimistic about technology_se,anger,anger_raw,anger_se,formality,formality_raw,formality_se,toxicity towards other users,toxicity towards other users_raw,toxicity towards other users_se,use of logic,use of logic_raw,use of logic_se
"If inference cost drops below $0.001/query, long-tail apps become viable; otherwise, unit economics fail.",-0.23934885216447382,-0.44922348021886077,0.6376765273913398,-0.6495178208492127,-1.2646116926166653,0.47236168863685857,0.8207517576443536,2.500386822538509,0.8356740514123077,-0.6050062190401047,-0.9496426198745395,0.43007058723723307,2.6234803778895737,5.302444047914368,1.5111539318494183
@devon is right—bait-and-switch trials are predatory; users deserve defaults that respect consent.,-0.6555288505850967,-1.230333669790691,0.4546943093087046,-0.046774153853215546,-0.0910693132294508,0.6250483075991881,-0.48637770031591104,-1.4817298669416434,0.8615957263692705,-0.06603129591437372,-0.10364543515821315,0.46850933407847334,-0.4689940459539785,-0.9479067228535698,0.48651193594757186
Benchmarks improved 12→19 on MTEB; small but real.,0.2132231575591721,0.4001892970690542,0.6616166186172022,-0.931877024335989,-1.8143652771764356,0.6180174524407742,0.1717187723200947,0.5231342503901235,0.7594018569085494,-0.7605653511934685,-1.1938146253093094,0.5186344225291486,1.4640395769456411,2.95904173940547,1.2536312154884903
Anyone shouting “AI is over” is farming engagement—spare us.,-0.728661499415696,-1.3675931666640249,0.48648861987116354,1.6381432175373265,3.1894660940478174,1.1176067348738552,-1.0150350548899805,-3.092262979668588,0.840792043266093,1.5722322574184522,2.4678403510545537,0.9686151616565499,-0.8041854614615556,-1.625378428397599,0.528884237865494
"The deployment evidences credible privacy-by-design, a salutary precedent for the sector.",1.3510852466821266,2.5357933037833464,0.8925472442170426,-0.778236445651062,-1.5152269532866964,0.4656951183103022,1.5215565379338558,4.635360060776961,0.9891404224855471,-0.6142704622347277,-0.9641841566416408,0.4159691006334435,-0.6818596750175141,-1.3781398198289196,0.5482201629806176
"Love the features, hate the upsells—pick a lane.",-0.37378009387641387,-0.7015316475899016,0.5504001445757704,1.1341254904204656,2.2081431949090287,0.903333184737818,-1.1398337864286463,-3.472457235608294,0.7797746630199301,-0.3595287273366766,-0.5643310627283457,0.4209089225820173,-0.562955926840146,-1.1378176595751512,0.48004397098483187
Claims of AGI progress conflate scaling curves with capability thresholds; the evidence remains circumstantial.,-0.8626863332365894,-1.619138564690014,0.5397825763380659,-0.6577784025053697,-1.2806950514020063,0.49503946744150334,1.5224036506558956,4.637940755204557,1.0069051733613625,-0.6481156920758238,-1.0173090200315555,0.45973585451995597,1.269468018007512,2.565783679127983,0.9236432795189944
"Good thread, @arya—clear, fair, helpful.",-0.7051807493428931,-1.3235231651976906,0.5620239162693454,-0.8410254841758762,-1.63747725918719,0.5559370022729618,-0.4727753796936103,-1.440290950822158,0.9607220219858725,-0.5925182771280169,-0.9300410331453127,0.4830799525042687,-0.894799524769801,-1.8085229278554735,0.5317801333425529
"Yes, lock-in is gross, but cross-vendor APIs mean switching costs are falling.",0.5573961050659669,1.0461525756810677,0.7071125076116919,0.05812648726772303,0.11317231504655076,0.6437041160449378,-0.38925123628574576,-1.185838047620047,0.8561340989657856,-0.5668027165357422,-0.8896768326398442,0.4128718970924499,0.4705535744766286,0.9510587619548232,0.7258523138403317
"With respect, your argument misrepresents the data and borders on bad faith.",-0.7621841458805371,-1.4305103679578675,0.47650288010930364,0.7733286663754871,1.505671503293717,0.907895405592691,0.4119143423676748,1.2548802778404085,0.8755733806160546,0.8161360644396262,1.2810407001075252,0.7671995148968196,-0.49827423221546185,-1.0070863342859682,0.5577602422934282
