Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful,Cost,Batch,Pair,IdA,IdB
84b6f5b5,"['{\n  ""formality"": ""square"",\n  ""optimistic about technology"": ""insufficient signal"",\n  ""toxicity towards other users"": ""circle"",\n  ""anger"": ""circle"",\n  ""use of logic"": ""square""\n}']",,8.510044813156128,736,448,561,,[],['resp_06bcca0d2975ef730069a817e812b48193b21f16f5107e9c91'],True,0.002202,0,36,8898da04,ff2f977d
55d6d20e,"['{\n  ""toxicity towards other users"": ""circle"",\n  ""optimistic about technology"": ""circle"",\n  ""anger"": ""circle"",\n  ""formality"": ""circle"",\n  ""use of logic"": ""circle""\n}']",,8.646639823913574,727,512,577,,[],['resp_063bcd7fccce0f660069a817e811c88198a17240626dbaa924'],True,0.00235975,0,47,52f62546,6dfcc8cf
0abaf9f1,"['{\n  ""formality"": ""circle"",\n  ""use of logic"": ""circle"",\n  ""anger"": ""square"",\n  ""toxicity towards other users"": ""square"",\n  ""optimistic about technology"": ""insufficient signal""\n}']",,8.80621886253357,729,448,516,,[],['resp_09d00f6c5b72e9300069a817e814688199946fe400783f8b41'],True,0.00211025,0,11,8898da04,d9570ca0
e438a1db,"['{\n  ""use of logic"": ""square"",\n  ""anger"": ""insufficient signal"",\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""optimistic about technology"": ""insufficient signal"",\n  ""formality"": ""draw""\n}']",,8.928999900817871,734,512,608,,[],['resp_036866fab9cbd8bc0069a817e7f17881999561695633c49017'],True,0.0024235,0,3,b2104f43,ff2f977d
e627c8bb,"['{\n    ""use of logic"": ""square"",\n    ""optimistic about technology"": ""square"",\n    ""anger"": ""insufficient signal"",\n    ""toxicity towards other users"": ""insufficient signal"",\n    ""formality"": ""square""\n}']",,9.051790237426758,737,448,566,,[],['resp_0558690b491fff800069a817e8101c819b841df1d7ffe159aa'],True,0.00221225,0,45,6dfcc8cf,71aee04d
c0479815,"['{\n  ""use of logic"": ""circle"",\n  ""formality"": ""circle"",\n  ""optimistic about technology"": ""square"",\n  ""anger"": ""insufficient signal"",\n  ""toxicity towards other users"": ""insufficient signal""\n}']",,9.319411993026733,740,512,629,,[],['resp_05a6f1585baa182a0069a817e8135c8198a130d4583f36d905'],True,0.002467,0,38,bffdeaf6,f0ffdee4
94a4d790,"['{\n    ""formality"": ""square"",\n    ""use of logic"": ""square"",\n    ""optimistic about technology"": ""square"",\n    ""anger"": ""circle"",\n    ""toxicity towards other users"": ""circle""\n}']",,9.445170879364014,734,512,600,,[],['resp_05a440c96d2b4a7e0069a817e807ec819b9ecbe86596bd7f9f'],True,0.0024075,0,22,a06da599,ddc4e241
d35574ec,"['{\n    ""optimistic about technology"": ""circle"",\n    ""toxicity towards other users"": ""square"",\n    ""anger"": ""square"",\n    ""formality"": ""draw"",\n    ""use of logic"": ""circle""\n}']",,9.626463890075684,731,576,638,,[],['resp_044a9287fc3882600069a817e81190819895c53addaa90e1e4'],True,0.0026107500000000002,0,40,3e34b3c5,a06da599
86c90ee4,"['{\n    ""formality"": ""draw"",\n    ""anger"": ""circle"",\n    ""use of logic"": ""insufficient signal"",\n    ""optimistic about technology"": ""square"",\n    ""toxicity towards other users"": ""insufficient signal""\n}']",,9.85171914100647,723,704,799,,[],['resp_0d25c25ee7dcaa060069a817e81308819a996f32cf5d98d81b'],True,0.00318675,0,30,db5ae09e,e26c32c2
8493d23f,"['{\n    ""use of logic"": ""circle"",\n    ""formality"": ""draw"",\n    ""toxicity towards other users"": ""square"",\n    ""anger"": ""square"",\n    ""optimistic about technology"": ""square""\n}']",,9.913841962814331,741,576,688,,[],['resp_08e0c71db29f14920069a817e7f20c81938f242b405b0e23ea'],True,0.00271325,0,6,71aee04d,8523b02b
ebd2a0c6,"['{\n    ""formality"": ""square"",\n    ""anger"": ""circle"",\n    ""toxicity towards other users"": ""circle"",\n    ""optimistic about technology"": ""square"",\n    ""use of logic"": ""square""\n}']",,10.209315776824951,733,576,647,,[],['resp_0cbcf49326e877730069a817e8120c8190b96b785565050204'],True,0.0026292499999999996,0,8,8898da04,f0ffdee4
465d5523,"['{\n  ""anger"": ""circle"",\n  ""optimistic about technology"": ""circle"",\n  ""formality"": ""square"",\n  ""use of logic"": ""square"",\n  ""toxicity towards other users"": ""circle""\n}']",,10.241598129272461,738,512,617,,[],['resp_04dcd648714c4b6d0069a817e8112c819a988707784fa35396'],True,0.0024425000000000002,0,1,52f62546,bffdeaf6
8036a553,"['{\n    ""use of logic"": ""square"",\n    ""optimistic about technology"": ""square"",\n    ""formality"": ""square"",\n    ""anger"": ""square"",\n    ""toxicity towards other users"": ""square""\n}']",,10.546077013015747,729,576,675,,[],['resp_087d165db7b1358e0069a817e813c081949ab01dba5139db65'],True,0.00268425,0,46,6dfcc8cf,8523b02b
f420b434,"['{\n  ""use of logic"": ""square"",\n  ""toxicity towards other users"": ""circle"",\n  ""formality"": ""square"",\n  ""anger"": ""circle"",\n  ""optimistic about technology"": ""circle""\n}']",,10.573875904083252,740,640,723,,[],['resp_026ce0672021408d0069a817e80ab081948b9fa1e7d216e3f4'],True,0.002911,0,16,8523b02b,bffdeaf6
64d9427b,"['{\n  ""optimistic about technology"": ""circle"",\n  ""formality"": ""square"",\n  ""use of logic"": ""draw"",\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""anger"": ""square""\n}']",,10.580422163009644,725,640,751,,[],['resp_0a86a3e1c2bf4c6e0069a817e80e70819a8e0b2848cd7f6b1c'],True,0.00296325,0,31,3e34b3c5,8627e222
1abe92ab,"['{\n    ""formality"": ""circle"",\n    ""optimistic about technology"": ""insufficient signal"",\n    ""use of logic"": ""insufficient signal"",\n    ""anger"": ""square"",\n    ""toxicity towards other users"": ""square""\n}']",,10.758488893508911,726,704,767,,[],['resp_07150269d63303870069a817e80cc4819b985b4d96d8b716a5'],True,0.0031235,0,17,8627e222,f3840d2b
44a260a5,"['{\n  ""anger"": ""square"",\n  ""use of logic"": ""insufficient signal"",\n  ""optimistic about technology"": ""insufficient signal"",\n  ""formality"": ""circle"",\n  ""toxicity towards other users"": ""square""\n}']",,10.84276294708252,731,704,777,,[],['resp_0e08ea4cc8dbf1570069a817e80bec81958b76126eaced9f25'],True,0.00314475,0,35,8627e222,ac788b84
9543dd4a,"['{\n  ""optimistic about technology"": ""insufficient signal"",\n  ""formality"": ""circle"",\n  ""use of logic"": ""circle"",\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""anger"": ""square""\n}']",,10.861751079559326,723,576,638,,[],['resp_0cb9792ef3b6c75f0069a817e810ec81968a341339b60ecce9'],True,0.00260875,0,42,8627e222,db5ae09e
77a46d9c,"['{\n  ""optimistic about technology"": ""square"",\n  ""use of logic"": ""insufficient signal"",\n  ""anger"": ""square"",\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""formality"": ""circle""\n}']",,10.93231201171875,729,704,780,,[],['resp_0d7f57386e7594920069a817e7f1f8819b87f038a91beaabef'],True,0.0031502500000000003,0,0,b57aea60,db5ae09e
b0022ff1,"['{\n  ""optimistic about technology"": ""square"",\n  ""use of logic"": ""insufficient signal"",\n  ""anger"": ""circle"",\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""formality"": ""circle""\n}']",,11.037725925445557,731,768,828,,[],['resp_04df40b1d55f73660069a817e8165c81909e046092a2828034'],True,0.00337475,0,23,ac788b84,e26c32c2
dd3a14cc,"['{\n  ""use of logic"": ""circle"",\n  ""optimistic about technology"": ""circle"",\n  ""formality"": ""square"",\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""anger"": ""insufficient signal""\n}']",,11.167437076568604,731,576,681,,[],['resp_09a79df7df4e4b1d0069a817e811a48198847675063401a2f0'],True,0.0026967500000000004,0,43,3e34b3c5,b57aea60
33c553ae,"['{\n    ""use of logic"": ""circle"",\n    ""anger"": ""circle"",\n    ""formality"": ""square"",\n    ""toxicity towards other users"": ""insufficient signal"",\n    ""optimistic about technology"": ""square""\n}']",,11.79808783531189,736,704,816,,[],['resp_04f7ceb4914be0850069a817e80c7481909ef3dfc7974ef7f0'],True,0.0032240000000000003,0,20,ddc4e241,e506da68
1a57d719,"['{\n  ""optimistic about technology"": ""square"",\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""anger"": ""insufficient signal"",\n  ""use of logic"": ""insufficient signal"",\n  ""formality"": ""circle""\n}']",,12.42448902130127,719,704,770,,[],['resp_03bc39ab2c0e562c0069a817e81078819aab8d0b1f25943043'],True,0.0031277500000000003,0,26,8627e222,e26c32c2
f14c3c31,"['{\n    ""toxicity towards other users"": ""square"",\n    ""anger"": ""square"",\n    ""optimistic about technology"": ""square"",\n    ""use of logic"": ""insufficient signal"",\n    ""formality"": ""circle""\n}']",,12.630493879318237,731,832,902,,[],['resp_06a223fbd4da99480069a817e80af88193ae67e76da834e921'],True,0.0036507500000000003,0,19,52f62546,8523b02b
03e29993,"['{\n  ""use of logic"": ""circle"",\n  ""formality"": ""circle"",\n  ""anger"": ""square"",\n  ""optimistic about technology"": ""insufficient signal"",\n  ""toxicity towards other users"": ""circle""\n}']",,12.842943906784058,738,896,995,,[],['resp_0f2e4aa5c93990f20069a817e815008195a6150fb4df6ebffe'],True,0.0039665,0,27,ac788b84,f3840d2b
492bbed0,"['{\n  ""anger"": ""circle"",\n  ""optimistic about technology"": ""insufficient signal"",\n  ""formality"": ""square"",\n  ""toxicity towards other users"": ""circle"",\n  ""use of logic"": ""square""\n}']",,12.957954168319702,735,768,860,,[],['resp_01565247018feb610069a817e8131c8195bab9718cc005e634'],True,0.00343975,0,2,a06da599,ff2f977d
f32b8968,"['{\n    ""formality"": ""square"",\n    ""toxicity towards other users"": ""insufficient signal"",\n    ""anger"": ""circle"",\n    ""optimistic about technology"": ""circle"",\n    ""use of logic"": ""square""\n}']",,13.014310836791992,738,704,781,,[],['resp_0253bfd1726853920069a817e80aa0819b8c0e2101fa67dd78'],True,0.0031545,0,18,ddc4e241,ff2f977d
59980e9c,"['{\n  ""anger"": ""insufficient signal"",\n  ""toxicity towards other users"": ""insufficient signal"",\n  ""formality"": ""circle"",\n  ""use of logic"": ""circle"",\n  ""optimistic about technology"": ""square""\n}']",,13.056010007858276,733,768,858,,[],['resp_06bde8690e63a4ee0069a817e8044c8199bb667bc756e23aaa'],True,0.00343525,0,12,b2104f43,ddc4e241
666af55c,"['{\n    ""optimistic about technology"": ""circle"",\n    ""toxicity towards other users"": ""square"",\n    ""formality"": ""circle"",\n    ""anger"": ""square"",\n    ""use of logic"": ""circle""\n}']",,13.200786113739014,740,768,851,,[],['resp_0f36e9dfbde63e0e0069a817e80ff88198b281029d86aade2d'],True,0.003423,0,50,71aee04d,a06da599
469a7b4e,"['{\n  ""optimistic about technology"": ""square"",\n  ""anger"": ""square"",\n  ""use of logic"": ""insufficient signal"",\n  ""formality"": ""circle"",\n  ""toxicity towards other users"": ""insufficient signal""\n}']",,13.858395099639893,735,832,935,,[],['resp_0188eea26400604c0069a817e80c508199aaeb09b2bce9f826'],True,0.0037177499999999997,0,14,ac788b84,db5ae09e
48fd1101,"['{\n  ""optimistic about technology"": ""insufficient signal"",\n  ""formality"": ""square"",\n  ""anger"": ""circle"",\n  ""use of logic"": ""insufficient signal"",\n  ""toxicity towards other users"": ""insufficient signal""\n}']",,14.011526823043823,737,704,787,,[],['resp_07c9002e042a1e220069a817e808588195a671c20a4999cf11'],True,0.00316625,0,13,ac788b84,b57aea60
378ede1d,"['{\n  ""anger"": ""circle"",\n  ""use of logic"": ""square"",\n  ""toxicity towards other users"": ""circle"",\n  ""optimistic about technology"": ""circle"",\n  ""formality"": ""circle""\n}']",,14.409654140472412,731,832,938,,[],['resp_0abbf458832310740069a817e8130c8195ad8c818c58ce00b1'],True,0.0037227500000000004,0,37,52f62546,f0ffdee4
72460c77,"['{\n    ""optimistic about technology"": ""circle"",\n    ""use of logic"": ""insufficient signal"",\n    ""formality"": ""square"",\n    ""toxicity towards other users"": ""square"",\n    ""anger"": ""square""\n}']",,14.65112590789795,726,960,1017,,[],['resp_08ed44d32ec4ef030069a817e7f1748199b5eda7f8461f9817'],True,0.0041355,0,9,e26c32c2,f3840d2b
223dc791,"['{\n    ""anger"": ""circle"",\n    ""toxicity towards other users"": ""circle"",\n    ""optimistic about technology"": ""circle"",\n    ""formality"": ""square"",\n    ""use of logic"": ""square""\n}']",,9.059259176254272,736,448,561,,[],['resp_023d7618746e0a800069a817edfe5c81998b05c46b0ab82d3a'],True,0.002202,0,51,8523b02b,ff2f977d
d13ea03f,"['{\n    ""optimistic about technology"": ""insufficient signal"",\n    ""anger"": ""square"",\n    ""use of logic"": ""insufficient signal"",\n    ""formality"": ""circle"",\n    ""toxicity towards other users"": ""insufficient signal""\n}']",,15.874692916870117,732,704,797,,[],['resp_010e209a9ff242910069a817e80c0081948e8d1830de035d76'],True,0.003185,0,33,b57aea60,f3840d2b
198f642b,"['{\n    ""formality"": ""draw"",\n    ""anger"": ""square"",\n    ""use of logic"": ""circle"",\n    ""toxicity towards other users"": ""insufficient signal"",\n    ""optimistic about technology"": ""circle""\n}']",,16.501978874206543,730,896,957,,[],['resp_0e875b2a80802fa20069a817e80fd48194990d7090d8c80503'],True,0.0038885,0,34,db5ae09e,f3840d2b
8f2a0be5,"['{\n  ""formality"": ""square"",\n  ""toxicity towards other users"": ""circle"",\n  ""anger"": ""circle"",\n  ""use of logic"": ""square"",\n  ""optimistic about technology"": ""insufficient signal""\n}']",,18.91228699684143,739,1152,1225,,[],['resp_0d6abfec3f3938f10069a817e8126c819488b49d73980262dc'],True,0.00493875,0,10,52f62546,71aee04d
