Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
58775518_batch0,"[""{\n  \""isolationist\"": 0,\n  \""populist\"": 40,\n  \""supportive of rugged individualism\"": 10,\n  \""religious rhetoric\"": 0,\n  \""anger towards other party\"": 0,\n  \""patriotic rhetoric\"": 55,\n  \""pro welfare state\"": 75,\n  \""foreign policy focus\"": 0\n}""]",,15.770066976547241,1529,1472,1599,,[],['resp_0f8f36ed3573477b0069a7e8ef98c08198a89afacf7f1e9f25'],True
fb44a8cc_batch0,"[""{\n  \""supportive of rugged individualism\"": 0,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 0,\n  \""patriotic rhetoric\"": 0,\n  \""pro welfare state\"": 0,\n  \""populist\"": 0,\n  \""foreign policy focus\"": 0,\n  \""religious rhetoric\"": 0\n}""]",,14.53189992904663,1534,1344,1444,,[],['resp_042fffef0ccf6f470069a7e8f0f4dc819aa2ab8ef0de3d1adf'],True
2bcfab02_batch0,"[""{\n  \""supportive of rugged individualism\"": 10,\n  \""patriotic rhetoric\"": 80,\n  \""foreign policy focus\"": 92,\n  \""anger towards other party\"": 0,\n  \""religious rhetoric\"": 0,\n  \""isolationist\"": 5,\n  \""populist\"": 15,\n  \""pro welfare state\"": 0\n}""]",,16.43671417236328,1499,1408,1544,,[],['resp_036452b0bc66c87a0069a7e8ef2b4481979ebed0840d8514b4'],True
ba541bb1_batch0,"[""{\n  \""foreign policy focus\"": 0,\n  \""religious rhetoric\"": 0,\n  \""pro welfare state\"": 0,\n  \""populist\"": 10,\n  \""isolationist\"": 0,\n  \""supportive of rugged individualism\"": 0,\n  \""patriotic rhetoric\"": 40,\n  \""anger towards other party\"": 0\n}""]",,16.448625802993774,1520,1600,1732,,[],['resp_0c87f8e61be0ce130069a7e8ef328c8196a81995c7a91dd686'],True
245e600e_batch0,"[""{\n  \""religious rhetoric\"": 0,\n  \""pro welfare state\"": 70,\n  \""foreign policy focus\"": 0,\n  \""supportive of rugged individualism\"": 15,\n  \""anger towards other party\"": 0,\n  \""populist\"": 45,\n  \""patriotic rhetoric\"": 10,\n  \""isolationist\"": 0\n}""]",,15.53399920463562,1508,1280,1409,,[],['resp_037171a2f5ce61ea0069a7e8f0230c8193a7fe82d336efb0ec'],True
a5652722_batch0,"[""{\n  \""foreign policy focus\"": 5,\n  \""isolationist\"": 0,\n  \""pro welfare state\"": 60,\n  \""supportive of rugged individualism\"": 10,\n  \""anger towards other party\"": 0,\n  \""religious rhetoric\"": 0,\n  \""populist\"": 20,\n  \""patriotic rhetoric\"": 45\n}""]",,17.274078130722046,1510,1536,1664,,[],['resp_066b342910753cd70069a7e8ef295c8199a11e77c3d39bb32a'],True
5faacc86_batch0,"[""{\n\t\""patriotic rhetoric\"": 20,\n\t\""religious rhetoric\"": 0,\n\t\""isolationist\"": 15,\n\t\""anger towards other party\"": 0,\n\t\""pro welfare state\"": 0,\n\t\""populist\"": 0,\n\t\""supportive of rugged individualism\"": 0,\n\t\""foreign policy focus\"": 70\n}""]",,14.38515591621399,1543,1216,1362,,[],['resp_0d6bb21ace8bd9560069a7e8f239208197a3614fd7e5534181'],True
5e561153_batch0,"[""{\n  \""pro welfare state\"": 0,\n  \""populist\"": 0,\n  \""patriotic rhetoric\"": 88,\n  \""isolationist\"": 5,\n  \""religious rhetoric\"": 0,\n  \""supportive of rugged individualism\"": 0,\n  \""foreign policy focus\"": 92,\n  \""anger towards other party\"": 0\n}""]",,18.074939727783203,1537,1792,1887,,[],['resp_07f00763502d594e0069a7e8ef27c0819a9ba0aef67ab90351'],True
2c1d4e27_batch0,"[""{\n  \""pro welfare state\"": 0,\n  \""populist\"": 15,\n  \""foreign policy focus\"": 60,\n  \""supportive of rugged individualism\"": 5,\n  \""patriotic rhetoric\"": 40,\n  \""anger towards other party\"": 0,\n  \""religious rhetoric\"": 0,\n  \""isolationist\"": 20\n}""]",,18.230019092559814,1543,1728,1864,,[],['resp_0a10b42292854f660069a7e8ef2b748198ac44455dba5fc906'],True
c3f21427_batch0,"[""{\n  \""isolationist\"": 60,\n  \""populist\"": 5,\n  \""anger towards other party\"": 0,\n  \""pro welfare state\"": 0,\n  \""supportive of rugged individualism\"": 0,\n  \""religious rhetoric\"": 0,\n  \""patriotic rhetoric\"": 70,\n  \""foreign policy focus\"": 90\n}""]",,19.496344089508057,1504,1856,1977,,[],['resp_0ab20a3eb57ef07e0069a7e8ef28bc819ab266123c2c1455fb'],True
2c1d4e27_batch1,"[""{\n\t\""optimistic about technological progress\"": 90,\n\t\""institutionalist\"": 85\n}""]",,10.356406927108765,1154,768,797,,[],['resp_0ce91583f2470f9b0069a7e8f85dd081988ded16d160d6dd59'],True
44647572_batch0,"[""{\n\t\""foreign policy focus\"": 88,\n\t\""supportive of rugged individualism\"": 5,\n\t\""anger towards other party\"": 0,\n\t\""isolationist\"": 15,\n\t\""pro welfare state\"": 0,\n\t\""religious rhetoric\"": 60,\n\t\""populist\"": 20,\n\t\""patriotic rhetoric\"": 75\n}""]",,17.662369966506958,1516,1664,1770,,[],['resp_09edfc1024b743940069a7e8f12f20819b9bfcfae4b0300d1c'],True
60754abc_batch0,"[""{\n  \""supportive of rugged individualism\"": 0,\n  \""religious rhetoric\"": 0,\n  \""anger towards other party\"": 0,\n  \""patriotic rhetoric\"": 0,\n  \""pro welfare state\"": 0,\n  \""foreign policy focus\"": 0,\n  \""populist\"": 0,\n  \""isolationist\"": 0\n}""]",,19.82164978981018,1545,1856,1989,,[],['resp_02de4b58e908d5100069a7e8ef2be08197a0b05366f9a29f19'],True
b5179d5f_batch0,"[""{\n  \""foreign policy focus\"": 85,\n  \""anger towards other party\"": 0,\n  \""religious rhetoric\"": 35,\n  \""patriotic rhetoric\"": 72,\n  \""supportive of rugged individualism\"": 20,\n  \""pro welfare state\"": 0,\n  \""populist\"": 10,\n  \""isolationist\"": 0\n}""]",,20.14165997505188,1527,1856,1996,,[],['resp_0fe271f71939f6bb0069a7e8ef2e4c819588957918a079f0f0'],True
46ea643b_batch0,"[""{\n  \""pro welfare state\"": 0,\n  \""patriotic rhetoric\"": 20,\n  \""foreign policy focus\"": 60,\n  \""populist\"": 10,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 5,\n  \""supportive of rugged individualism\"": 15,\n  \""religious rhetoric\"": 0\n}""]",,17.358771085739136,1511,1536,1632,,[],['resp_06bb8f003d8b40f30069a7e8f1fa0c8196aea86474916a9ce9'],True
36335696_batch0,"[""{\n  \""patriotic rhetoric\"": 15,\n  \""religious rhetoric\"": 0,\n  \""supportive of rugged individualism\"": 0,\n  \""anger towards other party\"": 0,\n  \""pro welfare state\"": 0,\n  \""foreign policy focus\"": 85,\n  \""populist\"": 0,\n  \""isolationist\"": 0\n}""]",,20.36862015724182,1519,1920,2009,,[],['resp_0cf392ab515a5da40069a7e8ef2c8c81949bd28e4bfeb6fce6'],True
60754abc_batch1,"[""{\n\t\""institutionalist\"": 68,\n\t\""optimistic about technological progress\"": 0\n}""]",,6.419749736785889,1156,640,673,,[],['resp_02a07d5fedae24b70069a7e8fe057c8196ad5930933050a324'],True
177cff9e_batch0,"[""{\n  \""religious rhetoric\"": 0,\n  \""supportive of rugged individualism\"": 0,\n  \""pro welfare state\"": 0,\n  \""foreign policy focus\"": 90,\n  \""isolationist\"": 20,\n  \""anger towards other party\"": 0,\n  \""patriotic rhetoric\"": 60,\n  \""populist\"": 0\n}""]",,20.309919834136963,1496,2176,2262,,[],['resp_0c68775e6db995e20069a7e8f06968819681a013b4f0ab7dce'],True
2bcfab02_batch1,"[""{\n  \""institutionalist\"": 45,\n  \""optimistic about technological progress\"": 65\n}""]",,6.393496036529541,1110,896,940,,[],['resp_09c0f8370be5223a0069a7e8fe4cd0819b98d9908fd824d908'],True
db2cc0b7_batch0,"[""{\n  \""patriotic rhetoric\"": 27,\n  \""religious rhetoric\"": 0,\n  \""supportive of rugged individualism\"": 51,\n  \""foreign policy focus\"": 12,\n  \""pro welfare state\"": 86,\n  \""anger towards other party\"": 7,\n  \""populist\"": 16,\n  \""isolationist\"": 6\n}""]",,22.048119068145752,1528,1920,2039,,[],['resp_042f739c581f168d0069a7e8ef29f8819b8dcad381c81e2eb4'],True
a5652722_batch1,"[""{\n  \""optimistic about technological progress\"": 0,\n  \""institutionalist\"": 92\n}""]",,5.8027520179748535,1121,576,643,,[],['resp_0a5e3d89497305e00069a7e8ff99208194887ca00113ee9894'],True
84ee5186_batch1,"[""{\n\t\""institutionalist\"": 80,\n\t\""optimistic about technological progress\"": 0\n}""]",,7.795841932296753,1137,832,864,,[],['resp_04ef62cb3caf19b90069a7e8fe1ac08198ba4a34b01b51778b'],True
a767ce01_batch1,"[""{\n\t\""institutionalist\"": 85,\n\t\""optimistic about technological progress\"": 0\n}""]",,4.835891962051392,1114,576,625,,[],['resp_0c6de4284813c3790069a7e90153a481958e32245f557b2d70'],True
b92e849a_batch0,"[""{\n  \""religious rhetoric\"": 20,\n  \""isolationist\"": 20,\n  \""supportive of rugged individualism\"": 5,\n  \""anger towards other party\"": 15,\n  \""foreign policy focus\"": 50,\n  \""populist\"": 40,\n  \""patriotic rhetoric\"": 88,\n  \""pro welfare state\"": 82\n}""]",,23.366344928741455,1533,2432,2568,,[],['resp_05aa1c6788ff002f0069a7e8ef2b5c81989dd6aff93e098f45'],True
5e561153_batch1,"[""{\n\t\""optimistic about technological progress\"": 0,\n\t\""institutionalist\"": 30\n}""]",,8.55458402633667,1148,832,873,,[],['resp_019c8277425cc7750069a7e8fe571c8198a01445b1d66dee0d'],True
b5179d5f_batch1,"[""{\n  \""optimistic about technological progress\"": 0,\n  \""institutionalist\"": 15\n}""]",,8.581670045852661,1138,896,941,,[],['resp_09b652345edf49450069a7e8fe8ec88198a579b403c2ed2dfd'],True
ba541bb1_batch1,"[""{\n\t\""optimistic about technological progress\"": 0,\n\t\""institutionalist\"": 90\n}""]",,8.522441864013672,1131,896,966,,[],['resp_074b46a5a0d3ab350069a7e8fef048819baac186944f9cc3b5'],True
a9c9c104_batch0,"[""{\n  \""supportive of rugged individualism\"": 65,\n  \""anger towards other party\"": 5,\n  \""isolationist\"": 10,\n  \""patriotic rhetoric\"": 40,\n  \""foreign policy focus\"": 20,\n  \""pro welfare state\"": 0,\n  \""populist\"": 20,\n  \""religious rhetoric\"": 0\n}""]",,21.24960732460022,1509,1920,2008,,[],['resp_055bea3b743979f90069a7e8f2aa84819ba1d75f66def652b1'],True
6ca89c13_batch1,"[""{\n  \""optimistic about technological progress\"": 25,\n  \""institutionalist\"": 85\n}""]",,8.298124074935913,1176,768,809,,[],['resp_036058ee1b4f335b0069a7e8ff7c348193a3d648e3266a23d7'],True
e3688205_batch1,"[""{\n\t\""optimistic about technological progress\"": 12,\n\t\""institutionalist\"": 90\n}""]",,8.934924840927124,1181,960,1040,,[],['resp_03456cf2abfc53780069a7e8ff4f7881988e8667302eb8f612'],True
36335696_batch1,"[""{\n  \""institutionalist\"": 85,\n  \""optimistic about technological progress\"": 5\n}""]",,9.418358087539673,1130,896,961,,[],['resp_08f752c722c58e9b0069a7e8ff2b688197aede1de1b498ff9b'],True
db2cc0b7_batch1,"[""{\n\t\""optimistic about technological progress\"": 90,\n\t\""institutionalist\"": 78\n}""]",,11.185878992080688,1139,1088,1142,,[],['resp_05d0449d04c57a260069a7e8fdecb4819b93860356a149c2b6'],True
b92e849a_batch1,"[""{\n\t\""optimistic about technological progress\"": 0,\n\t\""institutionalist\"": 40\n}""]",,9.852771997451782,1144,1152,1211,,[],['resp_0cc39a2363a162540069a7e8ff79c4819887833082cb30efda'],True
442658ab_batch1,"[""{\n  \""optimistic about technological progress\"": 20,\n  \""institutionalist\"": 70\n}""]",,10.211010932922363,1118,1024,1095,,[],['resp_0f59ce94ce33eedc0069a7e8ff6430819883326c163b25a5b8'],True
a9c9c104_batch1,"[""{\n\t\""optimistic about technological progress\"": 0,\n\t\""institutionalist\"": 70\n}""]",,5.27908182144165,1120,576,628,,[],['resp_030dcbd694552f450069a7e904b4bc8195b11cfa5671a570f1'],True
f791a63b_batch0,"[""{\n  \""patriotic rhetoric\"": 70,\n  \""religious rhetoric\"": 0,\n  \""populist\"": 25,\n  \""supportive of rugged individualism\"": 5,\n  \""anger towards other party\"": 0,\n  \""pro welfare state\"": 20,\n  \""isolationist\"": 10,\n  \""foreign policy focus\"": 60\n}""]",,25.23833394050598,1499,2752,2850,,[],['resp_094b7b9e531e7c220069a7e8f174b0819b85f92c8973e29270'],True
5ed6ecef_batch1,"[""{\n  \""optimistic about technological progress\"": 12,\n  \""institutionalist\"": 78\n}""]",,12.317040920257568,1111,1344,1395,,[],['resp_02f80acc89a7722a0069a7e8fede6081999134b75096943f0e'],True
c3f21427_batch1,"[""{\n\t\""institutionalist\"": 65,\n\t\""optimistic about technological progress\"": 0\n}""]",,11.860298871994019,1115,1408,1462,,[],['resp_07392256afbc57870069a7e9004ce081948a77a12bc2d8330f'],True
2a8a7347_batch1,"[""{\n  \""optimistic about technological progress\"": 0,\n  \""institutionalist\"": 65\n}""]",,12.01996397972107,1116,1344,1433,,[],['resp_097b185492efe33b0069a7e9008e5c819b8f8f6c38ce3c09bc'],True
245e600e_batch1,"[""{\n\t\""institutionalist\"": 78,\n\t\""optimistic about technological progress\"": 0\n}""]",,5.939781904220581,1119,640,672,,[],['resp_0e710539721e5b210069a7e906e6748197a3e651fc94c60f87'],True
5faacc86_batch1,"[""{\n  \""optimistic about technological progress\"": 0,\n  \""institutionalist\"": 82\n}""]",,8.306442975997925,1154,960,1020,,[],['resp_07e5b7dec17ac6f70069a7e9049c408198a0b58557751b1850'],True
3d207221_batch1,"[""{\n\t\""institutionalist\"": 40,\n\t\""optimistic about technological progress\"": 0\n}""]",,7.081276178359985,1139,704,780,,[],['resp_0e74dc94d4eea8a30069a7e90667b4819a9cbe44cb727cf794'],True
f791a63b_batch1,"[""{\n  \""institutionalist\"": 68,\n  \""optimistic about technological progress\"": 0\n}""]",,8.59571099281311,1110,960,1046,,[],['resp_03865f257e05457d0069a7e905e264819baed928f454db59a1'],True
b0126e86_batch1,"[""{\n\t\""optimistic about technological progress\"": 68,\n\t\""institutionalist\"": 85\n}""]",,7.064501047134399,1127,832,888,,[],['resp_0698b333624dffde0069a7e907a91c8198aabb8938bf4f8c50'],True
58775518_batch1,"[""{\n\t\""institutionalist\"": 80,\n\t\""optimistic about technological progress\"": 10\n}""]",,13.834232091903687,1140,1536,1564,,[],['resp_0b0d902f3a3909da0069a7e9011a6c8199823903eddf8fa812'],True
44647572_batch1,"[""{\n  \""institutionalist\"": 80,\n  \""optimistic about technological progress\"": 0\n}""]",,7.88644814491272,1127,960,990,,[],['resp_0b2e07c56617e0b20069a7e9077b7c819385b4f239e1d5947c'],True
82c9fbf0_batch1,"[""{\n  \""optimistic about technological progress\"": 15,\n  \""institutionalist\"": 20\n}""]",,10.351041078567505,1138,1408,1476,,[],['resp_0ba7bd5b88b21b8f0069a7e9051430819391f992181b3ea168'],True
fb44a8cc_batch1,"[""{\n  \""optimistic about technological progress\"": 0,\n  \""institutionalist\"": 78\n}""]",,9.211697816848755,1145,1024,1099,,[],['resp_02b104b2690161990069a7e90725a8819a8325b2c671359ac2'],True
177cff9e_batch1,"[""{\n  \""institutionalist\"": 78,\n  \""optimistic about technological progress\"": 20\n}""]",,10.72928786277771,1107,1216,1260,,[],['resp_082c0e915b5fdee80069a7e90618fc8199bbe169cc0d76f345'],True
46ea643b_batch1,"[""{\n\t\""optimistic about technological progress\"": 15,\n\t\""institutionalist\"": 70\n}""]",,20.04288911819458,1122,768,808,,[],['resp_0ab7967cab93f5660069a7e90565dc819b96cd680f3f590499'],True
